County,date,OneWeek_Cumulative_Incidence,TwoWeek_Cumulative_Incidence,OneWeek_Average Positivity,TwoWeek_Average_Positivity,County_size
LARIMER County,8/29/2021,221,435.9,0.072,0.073,">30,000"
LARIMER County,8/28/2021,231.3,435.4,0.071,0.073,">30,000"
LARIMER County,8/27/2021,237.4,438.7,0.071,0.074,">30,000"
LARIMER County,8/26/2021,238.5,425.9,0.074,0.075,">30,000"
LARIMER County,8/25/2021,233,413.4,0.074,0.075,">30,000"
LARIMER County,8/24/2021,226.6,382,0.073,0.071,">30,000"
LARIMER County,8/23/2021,221.6,366.4,0.075,0.073,">30,000"
LARIMER County,8/22/2021,214.9,353.4,0.074,0.072,">30,000"
LARIMER County,8/21/2021,204.1,347.5,0.076,0.072,">30,000"
LARIMER County,8/20/2021,201.3,337.8,0.077,0.073,">30,000"
LARIMER County,8/19/2021,187.4,319.7,0.077,0.072,">30,000"
LARIMER County,8/18/2021,180.4,305,0.075,0.071,">30,000"
LARIMER County,8/17/2021,155.4,281.6,0.069,0.068,">30,000"
LARIMER County,8/16/2021,144.8,274.4,0.07,0.068,">30,000"
LARIMER County,8/15/2021,138.4,266.3,0.068,0.067,">30,000"
LARIMER County,8/14/2021,143.5,269.7,0.068,0.066,">30,000"
LARIMER County,8/13/2021,136.5,251.9,0.068,0.062,">30,000"
LARIMER County,8/12/2021,132.3,243,0.066,0.061,">30,000"
LARIMER County,8/11/2021,124.5,236.6,0.066,0.06,">30,000"
LARIMER County,8/10/2021,126.2,230.2,0.067,0.06,">30,000"
LARIMER County,8/9/2021,129.6,226.6,0.066,0.06,">30,000"
LARIMER County,8/8/2021,127.9,220.2,0.065,0.059,">30,000"
LARIMER County,8/7/2021,126.2,212.1,0.063,0.059,">30,000"
LARIMER County,8/6/2021,115.4,199.3,0.055,0.054,">30,000"
LARIMER County,8/5/2021,110.6,191.8,0.055,0.053,">30,000"
LARIMER County,8/4/2021,112,182.1,0.054,0.051,">30,000"
LARIMER County,8/3/2021,104,173.8,0.053,0.05,">30,000"
LARIMER County,8/2/2021,97,163.5,0.052,0.048,">30,000"
LARIMER County,8/1/2021,92.3,159.6,0.052,0.047,">30,000"
LARIMER County,7/31/2021,85.9,149,0.053,0.046,">30,000"
LARIMER County,7/30/2021,84,145.1,0.053,0.046,">30,000"
LARIMER County,7/29/2021,81.2,136.5,0.052,0.044,">30,000"
LARIMER County,7/28/2021,70.1,120.9,0.046,0.04,">30,000"
LARIMER County,7/27/2021,69.8,120.9,0.045,0.041,">30,000"
LARIMER County,7/26/2021,66.4,118.2,0.042,0.039,">30,000"
LARIMER County,7/25/2021,67.3,117.3,0.041,0.038,">30,000"
LARIMER County,7/24/2021,63.1,112.3,0.039,0.037,">30,000"
LARIMER County,7/23/2021,61.2,108.4,0.04,0.037,">30,000"
LARIMER County,7/22/2021,55.3,103.7,0.037,0.034,">30,000"
LARIMER County,7/21/2021,50.9,102,0.034,0.034,">30,000"
LARIMER County,7/20/2021,51.2,98.4,0.036,0.033,">30,000"
LARIMER County,7/19/2021,51.7,95.6,0.035,0.033,">30,000"
LARIMER County,7/18/2021,50,92.9,0.035,0.032,">30,000"
LARIMER County,7/17/2021,49.2,92.9,0.034,0.032,">30,000"
LARIMER County,7/16/2021,47.3,93.7,0.034,0.033,">30,000"
LARIMER County,7/15/2021,48.4,94.5,0.032,0.035,">30,000"
LARIMER County,7/14/2021,51.2,94.2,0.035,0.035,">30,000"
LARIMER County,7/13/2021,47.3,91.7,0.03,0.033,">30,000"
LARIMER County,7/12/2021,43.9,90.1,0.031,0.032,">30,000"
LARIMER County,7/11/2021,42.8,88.1,0.03,0.031,">30,000"
LARIMER County,7/10/2021,43.6,85.1,0.03,0.029,">30,000"
LARIMER County,7/9/2021,46.4,82.6,0.033,0.029,">30,000"
LARIMER County,7/8/2021,46.1,80.3,0.038,0.031,">30,000"
LARIMER County,7/7/2021,43.1,82,0.034,0.03,">30,000"
LARIMER County,7/6/2021,44.5,79.8,0.036,0.03,">30,000"
LARIMER County,7/5/2021,46.1,81.7,0.032,0.029,">30,000"
LARIMER County,7/4/2021,45.3,80.3,0.031,0.029,">30,000"
LARIMER County,7/3/2021,41.4,78.1,0.028,0.027,">30,000"
LARIMER County,7/2/2021,36.1,75.1,0.026,0.026,">30,000"
LARIMER County,7/1/2021,34.2,73.7,0.024,0.024,">30,000"
LARIMER County,6/30/2021,38.9,70.6,0.026,0.024,">30,000"
LARIMER County,6/29/2021,35.3,64.2,0.024,0.022,">30,000"
LARIMER County,6/28/2021,35.6,60.1,0.026,0.022,">30,000"
LARIMER County,6/27/2021,35,59.5,0.026,0.021,">30,000"
LARIMER County,6/26/2021,36.7,61.4,0.026,0.022,">30,000"
LARIMER County,6/25/2021,38.9,61.2,0.026,0.021,">30,000"
LARIMER County,6/24/2021,39.5,61.7,0.025,0.021,">30,000"
LARIMER County,6/23/2021,31.7,58.9,0.022,0.021,">30,000"
LARIMER County,6/22/2021,28.9,58.9,0.021,0.02,">30,000"
LARIMER County,6/21/2021,24.5,55.9,0.018,0.019,">30,000"
LARIMER County,6/20/2021,24.5,55,0.017,0.019,">30,000"
LARIMER County,6/19/2021,24.7,53.7,0.017,0.019,">30,000"
LARIMER County,6/18/2021,22.2,53.4,0.017,0.018,">30,000"
LARIMER County,6/17/2021,22.2,52.8,0.018,0.018,">30,000"
LARIMER County,6/16/2021,27.2,57.5,0.019,0.017,">30,000"
LARIMER County,6/15/2021,30,59.5,0.02,0.018,">30,000"
LARIMER County,6/14/2021,31.4,61.7,0.021,0.019,">30,000"
LARIMER County,6/13/2021,30.6,62.6,0.02,0.02,">30,000"
LARIMER County,6/12/2021,28.9,65.1,0.02,0.02,">30,000"
LARIMER County,6/11/2021,31.1,69.2,0.02,0.021,">30,000"
LARIMER County,6/10/2021,30.6,69.2,0.018,0.02,">30,000"
LARIMER County,6/9/2021,30.3,67,0.016,0.019,">30,000"
LARIMER County,6/8/2021,29.5,70.3,0.017,0.02,">30,000"
LARIMER County,6/7/2021,30.3,78.1,0.018,0.021,">30,000"
LARIMER County,6/6/2021,32,80.6,0.019,0.022,">30,000"
LARIMER County,6/5/2021,36.1,82.6,0.02,0.022,">30,000"
LARIMER County,6/4/2021,38.1,86.5,0.022,0.022,">30,000"
LARIMER County,6/3/2021,38.6,89.5,0.021,0.022,">30,000"
LARIMER County,6/2/2021,36.7,93.7,0.022,0.023,">30,000"
LARIMER County,6/1/2021,40.9,101.5,0.023,0.024,">30,000"
LARIMER County,5/31/2021,47.8,107.6,0.024,0.024,">30,000"
LARIMER County,5/30/2021,48.7,119.3,0.024,0.027,">30,000"
LARIMER County,5/29/2021,46.4,118.4,0.024,0.027,">30,000"
LARIMER County,5/28/2021,48.4,126.2,0.022,0.028,">30,000"
LARIMER County,5/27/2021,50.9,132.1,0.023,0.029,">30,000"
LARIMER County,5/26/2021,57,158.7,0.023,0.032,">30,000"
LARIMER County,5/25/2021,60.6,169.9,0.024,0.034,">30,000"
LARIMER County,5/24/2021,59.8,171,0.025,0.034,">30,000"
LARIMER County,5/23/2021,70.6,177.1,0.029,0.034,">30,000"
LARIMER County,5/22/2021,72,187.4,0.03,0.036,">30,000"
LARIMER County,5/21/2021,77.8,196,0.034,0.039,">30,000"
LARIMER County,5/20/2021,81.2,209.1,0.033,0.041,">30,000"
LARIMER County,5/19/2021,101.8,219.4,0.039,0.043,">30,000"
LARIMER County,5/18/2021,109.3,225.5,0.042,0.044,">30,000"
LARIMER County,5/17/2021,111.2,234.9,0.041,0.045,">30,000"
LARIMER County,5/16/2021,106.5,239.1,0.039,0.046,">30,000"
LARIMER County,5/15/2021,115.4,244.4,0.041,0.046,">30,000"
LARIMER County,5/14/2021,118.2,254.7,0.042,0.047,">30,000"
LARIMER County,5/13/2021,127.9,267.4,0.048,0.05,">30,000"
LARIMER County,5/12/2021,117.6,261.9,0.046,0.049,">30,000"
LARIMER County,5/11/2021,116.2,277.5,0.046,0.051,">30,000"
LARIMER County,5/10/2021,123.7,290.8,0.049,0.055,">30,000"
LARIMER County,5/9/2021,132.6,296.9,0.052,0.056,">30,000"
LARIMER County,5/8/2021,129,301.6,0.05,0.057,">30,000"
LARIMER County,5/7/2021,136.5,315.5,0.052,0.06,">30,000"
LARIMER County,5/6/2021,139.6,324.7,0.051,0.059,">30,000"
LARIMER County,5/5/2021,144.3,335.3,0.052,0.06,">30,000"
LARIMER County,5/4/2021,161.2,357.8,0.057,0.063,">30,000"
LARIMER County,5/3/2021,167.1,367.8,0.061,0.065,">30,000"
LARIMER County,5/2/2021,164.3,367,0.06,0.065,">30,000"
LARIMER County,5/1/2021,172.6,376.4,0.064,0.067,">30,000"
LARIMER County,4/30/2021,179,377.8,0.068,0.067,">30,000"
LARIMER County,4/29/2021,185.2,385.9,0.067,0.066,">30,000"
LARIMER County,4/28/2021,191,381.4,0.069,0.069,">30,000"
LARIMER County,4/27/2021,196.6,376.4,0.069,0.067,">30,000"
LARIMER County,4/26/2021,200.7,377.5,0.068,0.065,">30,000"
LARIMER County,4/25/2021,202.7,380,0.07,0.065,">30,000"
LARIMER County,4/24/2021,203.8,384.8,0.07,0.065,">30,000"
LARIMER County,4/23/2021,198.8,400.1,0.066,0.066,">30,000"
LARIMER County,4/22/2021,200.7,414.8,0.065,0.068,">30,000"
LARIMER County,4/21/2021,190.4,409,0.068,0.069,">30,000"
LARIMER County,4/20/2021,179.9,418.1,0.064,0.069,">30,000"
LARIMER County,4/19/2021,176.8,410.3,0.062,0.069,">30,000"
LARIMER County,4/18/2021,177.4,412.6,0.06,0.068,">30,000"
LARIMER County,4/17/2021,181,412.8,0.06,0.068,">30,000"
LARIMER County,4/16/2021,201.3,418.7,0.065,0.068,">30,000"
LARIMER County,4/15/2021,214.1,419.5,0.071,0.069,">30,000"
LARIMER County,4/14/2021,218.5,429.8,0.069,0.069,">30,000"
LARIMER County,4/13/2021,238.3,434.5,0.073,0.069,">30,000"
LARIMER County,4/12/2021,233.5,427,0.075,0.068,">30,000"
LARIMER County,4/11/2021,235.2,432.3,0.077,0.069,">30,000"
LARIMER County,4/10/2021,231.9,430.4,0.076,0.068,">30,000"
LARIMER County,4/9/2021,217.4,406.7,0.072,0.065,">30,000"
LARIMER County,4/8/2021,205.5,391.4,0.068,0.062,">30,000"
LARIMER County,4/7/2021,211.3,390,0.068,0.062,">30,000"
LARIMER County,4/6/2021,196.3,363.6,0.065,0.058,">30,000"
LARIMER County,4/5/2021,193.5,368.1,0.061,0.057,">30,000"
LARIMER County,4/4/2021,197.1,353.1,0.061,0.056,">30,000"
LARIMER County,4/3/2021,198.5,342.8,0.059,0.054,">30,000"
LARIMER County,4/2/2021,189.3,337.8,0.057,0.052,">30,000"
LARIMER County,4/1/2021,186,349.7,0.056,0.053,">30,000"
LARIMER County,3/31/2021,178.8,328.3,0.055,0.052,">30,000"
LARIMER County,3/30/2021,167.4,297.5,0.05,0.049,">30,000"
LARIMER County,3/29/2021,174.6,280,0.052,0.049,">30,000"
LARIMER County,3/28/2021,156,263.3,0.05,0.048,">30,000"
LARIMER County,3/27/2021,144.3,251,0.047,0.045,">30,000"
LARIMER County,3/26/2021,148.5,256.3,0.047,0.046,">30,000"
LARIMER County,3/25/2021,163.7,251.6,0.05,0.046,">30,000"
LARIMER County,3/24/2021,149.6,244.6,0.048,0.044,">30,000"
LARIMER County,3/23/2021,130.1,241.3,0.049,0.043,">30,000"
LARIMER County,3/22/2021,105.4,225.2,0.044,0.042,">30,000"
LARIMER County,3/21/2021,107.3,231.3,0.044,0.042,">30,000"
LARIMER County,3/20/2021,106.8,237.7,0.042,0.043,">30,000"
LARIMER County,3/19/2021,107.9,233,0.045,0.043,">30,000"
LARIMER County,3/18/2021,87.9,205.5,0.041,0.039,">30,000"
LARIMER County,3/17/2021,95.1,210.7,0.039,0.039,">30,000"
LARIMER County,3/16/2021,111.2,228,0.039,0.04,">30,000"
LARIMER County,3/15/2021,119.8,247.4,0.041,0.041,">30,000"
LARIMER County,3/14/2021,124,256,0.041,0.042,">30,000"
LARIMER County,3/13/2021,130.9,265.2,0.044,0.043,">30,000"
LARIMER County,3/12/2021,125.1,256.6,0.041,0.042,">30,000"
LARIMER County,3/11/2021,117.6,257.2,0.037,0.041,">30,000"
LARIMER County,3/10/2021,115.7,257.2,0.039,0.042,">30,000"
LARIMER County,3/9/2021,116.8,261.9,0.04,0.042,">30,000"
LARIMER County,3/8/2021,127.6,274.1,0.041,0.043,">30,000"
LARIMER County,3/7/2021,132.1,279.7,0.043,0.044,">30,000"
LARIMER County,3/6/2021,134.3,273.3,0.043,0.043,">30,000"
LARIMER County,3/5/2021,131.5,278.3,0.044,0.044,">30,000"
LARIMER County,3/4/2021,139.6,281.3,0.045,0.046,">30,000"
LARIMER County,3/3/2021,141.5,291.4,0.045,0.046,">30,000"
LARIMER County,3/2/2021,145.1,293.3,0.045,0.047,">30,000"
LARIMER County,3/1/2021,146.5,286.6,0.045,0.047,">30,000"
LARIMER County,2/28/2021,147.6,288,0.044,0.046,">30,000"
LARIMER County,2/27/2021,139,275.8,0.043,0.044,">30,000"
LARIMER County,2/26/2021,146.8,280.5,0.045,0.046,">30,000"
LARIMER County,2/25/2021,141.8,281.1,0.046,0.046,">30,000"
LARIMER County,2/24/2021,149.8,282.2,0.048,0.046,">30,000"
LARIMER County,2/23/2021,148.2,276.3,0.05,0.046,">30,000"
LARIMER County,2/22/2021,140.1,265.2,0.048,0.044,">30,000"
LARIMER County,2/21/2021,140.4,263.3,0.048,0.043,">30,000"
LARIMER County,2/20/2021,136.8,265.5,0.046,0.044,">30,000"
LARIMER County,2/19/2021,133.7,260.5,0.047,0.044,">30,000"
LARIMER County,2/18/2021,139.3,265.2,0.046,0.044,">30,000"
LARIMER County,2/17/2021,132.3,262.4,0.043,0.045,">30,000"
LARIMER County,2/16/2021,128.2,259.4,0.041,0.044,">30,000"
LARIMER County,2/15/2021,125.1,256.6,0.04,0.043,">30,000"
LARIMER County,2/14/2021,122.9,253.5,0.039,0.043,">30,000"
LARIMER County,2/13/2021,128.7,267.4,0.042,0.044,">30,000"
LARIMER County,2/12/2021,126.8,269.1,0.041,0.043,">30,000"
LARIMER County,2/11/2021,125.9,262.4,0.043,0.044,">30,000"
LARIMER County,2/10/2021,130.1,273.3,0.046,0.045,">30,000"
LARIMER County,2/9/2021,131.2,280,0.046,0.046,">30,000"
LARIMER County,2/8/2021,131.5,282.7,0.046,0.046,">30,000"
LARIMER County,2/7/2021,130.7,282.5,0.047,0.048,">30,000"
LARIMER County,2/6/2021,138.7,290.8,0.046,0.047,">30,000"
LARIMER County,2/5/2021,142.3,303.3,0.044,0.048,">30,000"
LARIMER County,2/4/2021,136.5,299.1,0.044,0.046,">30,000"
LARIMER County,2/3/2021,143.2,313,0.045,0.047,">30,000"
LARIMER County,2/2/2021,148.7,314.4,0.045,0.048,">30,000"
LARIMER County,2/1/2021,151.2,321.7,0.046,0.048,">30,000"
LARIMER County,1/31/2021,151.8,323.9,0.048,0.047,">30,000"
LARIMER County,1/30/2021,152.1,328.3,0.048,0.049,">30,000"
LARIMER County,1/29/2021,161,333.3,0.051,0.049,">30,000"
LARIMER County,1/28/2021,162.6,340.3,0.048,0.049,">30,000"
LARIMER County,1/27/2021,169.9,347.5,0.05,0.05,">30,000"
LARIMER County,1/26/2021,165.7,355.6,0.051,0.051,">30,000"
LARIMER County,1/25/2021,170.4,370.9,0.05,0.051,">30,000"
LARIMER County,1/24/2021,172.1,372.5,0.047,0.05,">30,000"
LARIMER County,1/23/2021,176.3,367.8,0.049,0.049,">30,000"
LARIMER County,1/22/2021,172.4,363.4,0.047,0.049,">30,000"
LARIMER County,1/21/2021,177.6,380,0.049,0.051,">30,000"
LARIMER County,1/20/2021,177.6,386.2,0.05,0.052,">30,000"
LARIMER County,1/19/2021,189.9,406.2,0.051,0.055,">30,000"
LARIMER County,1/18/2021,200.4,410.1,0.053,0.055,">30,000"
LARIMER County,1/17/2021,200.4,415.3,0.052,0.056,">30,000"
LARIMER County,1/16/2021,191.5,404.8,0.05,0.055,">30,000"
LARIMER County,1/15/2021,191,396.7,0.05,0.056,">30,000"
LARIMER County,1/14/2021,202.4,408.7,0.054,0.058,">30,000"
LARIMER County,1/13/2021,208.5,406.2,0.055,0.059,">30,000"
LARIMER County,1/12/2021,216.3,407,0.058,0.06,">30,000"
LARIMER County,1/11/2021,209.6,410.3,0.058,0.061,">30,000"
LARIMER County,1/10/2021,214.9,414,0.059,0.062,">30,000"
LARIMER County,1/9/2021,213.2,413.4,0.06,0.061,">30,000"
LARIMER County,1/8/2021,205.7,395.3,0.063,0.062,">30,000"
LARIMER County,1/7/2021,206.3,388.7,0.063,0.06,">30,000"
LARIMER County,1/6/2021,197.7,378.4,0.063,0.059,">30,000"
LARIMER County,1/5/2021,190.7,379.8,0.061,0.057,">30,000"
LARIMER County,1/4/2021,200.7,383.7,0.065,0.056,">30,000"
LARIMER County,1/3/2021,199.1,377.5,0.066,0.056,">30,000"
LARIMER County,1/2/2021,200.2,394.2,0.062,0.058,">30,000"
LARIMER County,1/1/2021,189.6,406.7,0.06,0.059,">30,000"
LARIMER County,12/31/2020,182.4,403.9,0.057,0.059,">30,000"
LARIMER County,12/30/2020,180.7,417,0.055,0.059,">30,000"
LARIMER County,12/29/2020,189,434,0.053,0.06,">30,000"
LARIMER County,12/28/2020,182.9,430.6,0.049,0.058,">30,000"
LARIMER County,12/27/2020,178.5,436.5,0.049,0.059,">30,000"
LARIMER County,12/26/2020,194.1,458.2,0.055,0.064,">30,000"
LARIMER County,12/25/2020,217.1,508.5,0.058,0.066,">30,000"
LARIMER County,12/24/2020,221.6,529.3,0.06,0.069,">30,000"
LARIMER County,12/23/2020,236.3,571.3,0.063,0.074,">30,000"
LARIMER County,12/22/2020,244.9,585.5,0.067,0.076,">30,000"
LARIMER County,12/21/2020,247.7,624.4,0.066,0.08,">30,000"
LARIMER County,12/20/2020,258,659.2,0.068,0.083,">30,000"
LARIMER County,12/19/2020,264.1,675,0.071,0.085,">30,000"
LARIMER County,12/18/2020,291.4,729.5,0.073,0.09,">30,000"
LARIMER County,12/17/2020,307.8,772.9,0.077,0.094,">30,000"
LARIMER County,12/16/2020,335,807.6,0.084,0.098,">30,000"
LARIMER County,12/15/2020,340.6,821.8,0.084,0.1,">30,000"
LARIMER County,12/14/2020,376.7,844,0.093,0.105,">30,000"
LARIMER County,12/13/2020,401.2,866.3,0.096,0.104,">30,000"
LARIMER County,12/12/2020,410.9,885.2,0.098,0.106,">30,000"
LARIMER County,12/11/2020,438.1,891.9,0.107,0.108,">30,000"
LARIMER County,12/10/2020,465.1,892.1,0.111,0.109,">30,000"
LARIMER County,12/9/2020,472.6,907.1,0.111,0.108,">30,000"
LARIMER County,12/8/2020,481.2,914.4,0.116,0.109,">30,000"
LARIMER County,12/7/2020,467.3,919.4,0.118,0.109,">30,000"
LARIMER County,12/6/2020,465.1,926.6,0.113,0.109,">30,000"
LARIMER County,12/5/2020,474.3,939.4,0.113,0.111,">30,000"
LARIMER County,12/4/2020,453.7,935,0.11,0.11,">30,000"
LARIMER County,12/3/2020,427,920.8,0.108,0.109,">30,000"
LARIMER County,12/2/2020,434.5,919.7,0.105,0.11,">30,000"
LARIMER County,12/1/2020,433.1,928.8,0.103,0.109,">30,000"
LARIMER County,11/30/2020,452,959.4,0.101,0.11,">30,000"
LARIMER County,11/29/2020,461.5,970.8,0.106,0.114,">30,000"
LARIMER County,11/28/2020,465.1,978.3,0.108,0.116,">30,000"
LARIMER County,11/27/2020,481.2,1006.7,0.11,0.119,">30,000"
LARIMER County,11/26/2020,493.7,1009.5,0.11,0.12,">30,000"
LARIMER County,11/25/2020,485.1,984.7,0.114,0.121,">30,000"
LARIMER County,11/24/2020,495.7,986.4,0.116,0.122,">30,000"
LARIMER County,11/23/2020,507.4,971.4,0.119,0.122,">30,000"
LARIMER County,11/22/2020,509.3,967.8,0.122,0.123,">30,000"
LARIMER County,11/21/2020,513.2,947.2,0.123,0.121,">30,000"
LARIMER County,11/20/2020,525.4,906.6,0.129,0.12,">30,000"
LARIMER County,11/19/2020,515.7,896.3,0.13,0.121,">30,000"
LARIMER County,11/18/2020,499.6,867.4,0.129,0.12,">30,000"
LARIMER County,11/17/2020,490.7,822.6,0.129,0.119,">30,000"
LARIMER County,11/16/2020,464,765.4,0.125,0.114,">30,000"
LARIMER County,11/15/2020,458.4,727.3,0.123,0.112,">30,000"
LARIMER County,11/14/2020,434,694.5,0.119,0.109,">30,000"
LARIMER County,11/13/2020,381.2,645.3,0.11,0.103,">30,000"
LARIMER County,11/12/2020,380.6,615.5,0.11,0.101,">30,000"
LARIMER County,11/11/2020,367.8,568.5,0.11,0.098,">30,000"
LARIMER County,11/10/2020,331.9,510.7,0.106,0.093,">30,000"
LARIMER County,11/9/2020,301.4,468.4,0.1,0.091,">30,000"
LARIMER County,11/8/2020,268.8,436.8,0.097,0.086,">30,000"
LARIMER County,11/7/2020,260.5,412.8,0.095,0.082,">30,000"
LARIMER County,11/6/2020,264.1,389.5,0.094,0.077,">30,000"
LARIMER County,11/5/2020,234.9,357.2,0.089,0.074,">30,000"
LARIMER County,11/4/2020,200.7,325.6,0.081,0.069,">30,000"
LARIMER County,11/3/2020,178.8,311.1,0.076,0.066,">30,000"
LARIMER County,11/2/2020,167.1,296.1,0.077,0.065,">30,000"
LARIMER County,11/1/2020,167.9,290,0.073,0.061,">30,000"
LARIMER County,10/31/2020,152.4,267.7,0.066,0.057,">30,000"
LARIMER County,10/30/2020,125.4,238.3,0.056,0.052,">30,000"
LARIMER County,10/29/2020,122.3,229.9,0.056,0.05,">30,000"
LARIMER County,10/28/2020,124.8,227.4,0.056,0.049,">30,000"
LARIMER County,10/27/2020,132.3,226.6,0.055,0.048,">30,000"
LARIMER County,10/26/2020,129,224.9,0.054,0.048,">30,000"
LARIMER County,10/25/2020,122,221.9,0.049,0.046,">30,000"
LARIMER County,10/24/2020,115.4,216.3,0.048,0.046,">30,000"
LARIMER County,10/23/2020,112.9,221.6,0.048,0.044,">30,000"
LARIMER County,10/22/2020,107.6,209.3,0.045,0.041,">30,000"
LARIMER County,10/21/2020,102.6,204.3,0.041,0.038,">30,000"
LARIMER County,10/20/2020,94.2,205.2,0.041,0.038,">30,000"
LARIMER County,10/19/2020,95.9,204.9,0.042,0.038,">30,000"
LARIMER County,10/18/2020,99.8,202.4,0.043,0.037,">30,000"
LARIMER County,10/17/2020,100.9,199.6,0.043,0.034,">30,000"
LARIMER County,10/16/2020,108.7,189.9,0.04,0.032,">30,000"
LARIMER County,10/15/2020,101.8,187.9,0.037,0.03,">30,000"
LARIMER County,10/14/2020,101.8,182.9,0.035,0.03,">30,000"
LARIMER County,10/13/2020,110.9,181,0.036,0.029,">30,000"
LARIMER County,10/12/2020,109,179.9,0.033,0.028,">30,000"
LARIMER County,10/11/2020,102.6,172.9,0.03,0.027,">30,000"
LARIMER County,10/10/2020,98.7,167.6,0.025,0.025,">30,000"
LARIMER County,10/9/2020,81.2,151.8,0.023,0.025,">30,000"
LARIMER County,10/8/2020,86.2,155.7,0.023,0.025,">30,000"
LARIMER County,10/7/2020,81.2,148.2,0.025,0.025,">30,000"
LARIMER County,10/6/2020,70.1,136.2,0.022,0.024,">30,000"
LARIMER County,10/5/2020,70.9,132.6,0.023,0.024,">30,000"
LARIMER County,10/4/2020,70.3,125.1,0.023,0.024,">30,000"
LARIMER County,10/3/2020,68.9,125.7,0.026,0.025,">30,000"
LARIMER County,10/2/2020,70.6,128.2,0.027,0.026,">30,000"
LARIMER County,10/1/2020,69.5,124.3,0.027,0.026,">30,000"
LARIMER County,9/30/2020,67,121.5,0.026,0.026,">30,000"
LARIMER County,9/29/2020,66.2,120.7,0.026,0.026,">30,000"
LARIMER County,9/28/2020,61.7,113.4,0.026,0.025,">30,000"
LARIMER County,9/27/2020,54.8,109.5,0.026,0.025,">30,000"
LARIMER County,9/26/2020,56.7,109,0.025,0.025,">30,000"
LARIMER County,9/25/2020,57.5,103.7,0.024,0.024,">30,000"
LARIMER County,9/24/2020,54.8,91.7,0.025,0.024,">30,000"
LARIMER County,9/23/2020,54.5,87.6,0.026,0.023,">30,000"
LARIMER County,9/22/2020,54.5,87,0.026,0.024,">30,000"
LARIMER County,9/21/2020,51.7,85.6,0.024,0.024,">30,000"
LARIMER County,9/20/2020,54.8,82.6,0.025,0.024,">30,000"
LARIMER County,9/19/2020,52.3,78.4,0.026,0.024,">30,000"
LARIMER County,9/18/2020,46.1,70.6,0.025,0.023,">30,000"
LARIMER County,9/17/2020,37,61.7,0.022,0.024,">30,000"
LARIMER County,9/16/2020,33.1,67.6,0.02,0.027,">30,000"
LARIMER County,9/15/2020,32.5,65.6,0.021,0.029,">30,000"
LARIMER County,9/14/2020,33.9,67.8,0.023,0.029,">30,000"
LARIMER County,9/13/2020,27.8,63.4,0.022,0.03,">30,000"
LARIMER County,9/12/2020,26.1,62.6,0.022,0.029,">30,000"
LARIMER County,9/11/2020,24.5,62,0.022,0.03,">30,000"
LARIMER County,9/10/2020,24.7,65.6,0.026,0.031,">30,000"
LARIMER County,9/9/2020,34.5,69.2,0.035,0.035,">30,000"
LARIMER County,9/8/2020,33.1,68.4,0.036,0.034,">30,000"
LARIMER County,9/7/2020,33.9,68.1,0.035,0.033,">30,000"
LARIMER County,9/6/2020,35.6,68.9,0.035,0.033,">30,000"
LARIMER County,9/5/2020,36.4,70.3,0.035,0.034,">30,000"
LARIMER County,9/4/2020,37.5,71.7,0.037,0.034,">30,000"
LARIMER County,9/3/2020,40.9,74.8,0.035,0.034,">30,000"
LARIMER County,9/2/2020,34.8,68.4,0.034,0.032,">30,000"
LARIMER County,9/1/2020,35.3,70.6,0.032,0.033,">30,000"
LARIMER County,8/31/2020,34.2,67.8,0.032,0.033,">30,000"
LARIMER County,8/30/2020,33.4,66.2,0.03,0.032,">30,000"
LARIMER County,8/29/2020,33.9,68.9,0.033,0.034,">30,000"
LARIMER County,8/28/2020,34.2,67.3,0.032,0.034,">30,000"
LARIMER County,8/27/2020,33.9,67,0.032,0.033,">30,000"
LARIMER County,8/26/2020,33.6,65.1,0.03,0.031,">30,000"
LARIMER County,8/25/2020,35.3,66.4,0.033,0.032,">30,000"
LARIMER County,8/24/2020,33.6,65.9,0.034,0.033,">30,000"
LARIMER County,8/23/2020,32.8,66.7,0.033,0.034,">30,000"
LARIMER County,8/22/2020,35,68.4,0.035,0.034,">30,000"
LARIMER County,8/21/2020,33.1,72.3,0.036,0.036,">30,000"
LARIMER County,8/20/2020,33.1,70.9,0.035,0.036,">30,000"
LARIMER County,8/19/2020,31.4,68.1,0.033,0.036,">30,000"
LARIMER County,8/18/2020,31.1,74,0.031,0.035,">30,000"
LARIMER County,8/17/2020,32.2,74,0.032,0.036,">30,000"
LARIMER County,8/16/2020,33.9,75.6,0.034,0.037,">30,000"
LARIMER County,8/15/2020,33.4,74.8,0.032,0.036,">30,000"
LARIMER County,8/14/2020,39.2,77,0.037,0.036,">30,000"
LARIMER County,8/13/2020,37.8,77,0.037,0.036,">30,000"
LARIMER County,8/12/2020,36.7,76.7,0.039,0.036,">30,000"
LARIMER County,8/11/2020,42.8,78.1,0.039,0.037,">30,000"
LARIMER County,8/10/2020,41.7,86.2,0.04,0.039,">30,000"
LARIMER County,8/9/2020,41.7,82.8,0.04,0.039,">30,000"
LARIMER County,8/8/2020,41.4,82.3,0.039,0.039,">30,000"
LARIMER County,8/7/2020,37.8,80.9,0.035,0.036,">30,000"
LARIMER County,8/6/2020,39.2,82.6,0.035,0.037,">30,000"
LARIMER County,8/5/2020,40,87.3,0.034,0.037,">30,000"
LARIMER County,8/4/2020,35.3,84.5,0.035,0.039,">30,000"
